index,date,wp1,train,u,v,ws,wd
11542,2010-10-24 22:00:00,0.379,1.0,1.46,7.89,8.02,10.46
11543,2010-10-24 23:00:00,0.455,1.0,1.59,7.94,8.1,11.34
11544,2010-10-25 00:00:00,0.657,1.0,1.16,7.24,7.33,9.08
11545,2010-10-25 01:00:00,0.732,1.0,1.04,6.84,6.91,8.62
11546,2010-10-25 02:00:00,0.8079999999999999,1.0,1.27,6.87,6.99,10.47
11547,2010-10-25 03:00:00,0.8590000000000001,1.0,1.7,7.19,7.39,13.32
11548,2010-10-25 04:00:00,0.758,1.0,2.08,7.53,7.81,15.4
11549,2010-10-25 05:00:00,0.7070000000000001,1.0,2.11,7.63,7.92,15.47
11550,2010-10-25 06:00:00,0.48,1.0,1.65,7.32,7.51,12.73
11551,2010-10-25 07:00:00,0.556,1.0,1.02,6.91,6.99,8.41
11552,2010-10-25 08:00:00,0.303,1.0,0.65,6.82,6.85,5.48
11553,2010-10-25 09:00:00,0.253,1.0,0.85,7.33,7.38,6.61
11554,2010-10-25 10:00:00,0.631,1.0,1.34,8.13,8.24,9.39
11555,2010-10-25 11:00:00,0.8079999999999999,1.0,1.73,8.78,8.95,11.15
11556,2010-10-25 12:00:00,0.758,1.0,0.78,6.74,6.79,6.58
11557,2010-10-25 13:00:00,0.581,1.0,0.79,7.03,7.07,6.43
11558,2010-10-25 14:00:00,0.429,1.0,1.09,7.53,7.61,8.21
11559,2010-10-25 15:00:00,0.505,1.0,1.55,8.11,8.26,10.82
11560,2010-10-25 16:00:00,0.556,1.0,2.04,8.53,8.77,13.48
11561,2010-10-25 17:00:00,0.732,1.0,2.43,8.55,8.89,15.87
11562,2010-10-25 18:00:00,0.758,1.0,2.6,8.02,8.43,17.93
11563,2010-10-25 19:00:00,0.657,1.0,2.53,7.17,7.61,19.43
11564,2010-10-25 20:00:00,0.631,1.0,2.25,6.33,6.72,19.59
11565,2010-10-25 21:00:00,0.631,1.0,1.81,5.77,6.05,17.41
11566,2010-10-25 22:00:00,0.40399999999999997,1.0,1.33,5.51,5.67,13.57
11567,2010-10-25 23:00:00,0.303,1.0,0.97,5.51,5.6,10.01
11568,2010-10-26 00:00:00,0.32799999999999996,1.0,1.25,4.9,5.06,14.35
11569,2010-10-26 01:00:00,0.40399999999999997,1.0,1.01,5.14,5.24,11.08
11570,2010-10-26 02:00:00,0.455,1.0,0.84,5.59,5.66,8.54
11571,2010-10-26 03:00:00,0.505,1.0,0.7,6.17,6.21,6.43
11572,2010-10-26 04:00:00,0.556,1.0,0.51,6.77,6.78,4.34
11573,2010-10-26 05:00:00,0.556,1.0,0.23,7.26,7.26,1.82
11574,2010-10-26 06:00:00,0.556,1.0,-0.21,7.58,7.58,358.42
11575,2010-10-26 07:00:00,0.556,1.0,-0.85,7.75,7.79,353.77
11576,2010-10-26 08:00:00,0.581,1.0,-1.71,7.84,8.03,347.67
11577,2010-10-26 09:00:00,0.48,1.0,-2.8,7.93,8.41,340.57
11578,2010-10-26 10:00:00,0.657,1.0,-3.88,8.1,8.98,334.42
11579,2010-10-26 11:00:00,0.758,1.0,-4.67,8.42,9.63,330.97
11580,2010-10-26 12:00:00,0.884,1.0,-5.54,7.91,9.65,324.98
11581,2010-10-26 13:00:00,0.909,1.0,-5.92,8.89,10.68,326.31
11582,2010-10-26 14:00:00,0.934,1.0,-6.51,10.44,12.3,328.03
11583,2010-10-26 15:00:00,0.909,1.0,-7.0,12.19,14.05,330.14
11584,2010-10-26 16:00:00,0.909,1.0,-6.77,13.55,15.14,333.47
11585,2010-10-26 17:00:00,0.909,1.0,-5.14,13.88,14.81,339.67
11586,2010-10-26 18:00:00,0.909,1.0,-1.82,12.82,12.95,351.93
11587,2010-10-26 19:00:00,0.934,1.0,2.05,11.1,11.29,10.45
11588,2010-10-26 20:00:00,0.934,1.0,4.92,9.72,10.9,26.84
11589,2010-10-26 21:00:00,0.934,1.0,5.7,9.44,11.02,31.12
11590,2010-10-26 22:00:00,0.934,1.0,4.99,9.92,11.1,26.7
11591,2010-10-26 23:00:00,0.934,1.0,3.82,10.57,11.24,19.88
11592,2010-10-27 00:00:00,0.934,1.0,3.89,9.21,9.99,22.92
11593,2010-10-27 01:00:00,0.934,1.0,3.62,9.3,9.98,21.26
11594,2010-10-27 02:00:00,0.934,1.0,3.82,9.63,10.36,21.61
11595,2010-10-27 03:00:00,0.934,1.0,4.3,10.11,10.99,23.02
11596,2010-10-27 04:00:00,0.934,1.0,4.82,10.6,11.64,24.44
11597,2010-10-27 05:00:00,0.934,1.0,5.11,10.92,12.06,25.09
11598,2010-10-27 06:00:00,0.934,1.0,5.0,11.0,12.09,24.45
11599,2010-10-27 07:00:00,0.934,1.0,4.56,11.0,11.91,22.52
11600,2010-10-27 08:00:00,0.934,1.0,3.95,11.17,11.85,19.48
11601,2010-10-27 09:00:00,0.934,1.0,3.34,11.67,12.14,15.95
11602,2010-10-27 10:00:00,0.934,1.0,2.9,12.34,12.68,13.22
11603,2010-10-27 11:00:00,0.934,1.0,2.84,12.96,13.26,12.38
11604,2010-10-27 12:00:00,0.934,1.0,3.38,13.97,14.38,13.58
11605,2010-10-27 13:00:00,0.934,1.0,3.76,14.27,14.75,14.75
11606,2010-10-27 14:00:00,0.934,1.0,4.19,14.3,14.9,16.34
11607,2010-10-27 15:00:00,0.934,1.0,4.66,14.11,14.86,18.27
11608,2010-10-27 16:00:00,0.934,1.0,5.11,13.73,14.65,20.41
11609,2010-10-27 17:00:00,0.934,1.0,5.48,13.15,14.25,22.63
11610,2010-10-27 18:00:00,0.934,1.0,5.75,12.43,13.7,24.84
11611,2010-10-27 19:00:00,0.934,1.0,6.01,11.72,13.17,27.15
11612,2010-10-27 20:00:00,0.934,1.0,6.35,11.18,12.86,29.59
11613,2010-10-27 21:00:00,0.934,1.0,6.85,10.92,12.89,32.1
11614,2010-10-27 22:00:00,0.934,1.0,7.4,10.65,12.97,34.82
11615,2010-10-27 23:00:00,0.934,1.0,7.87,9.99,12.72,38.22
11616,2010-10-28 00:00:00,0.934,1.0,7.41,9.0,11.65,39.47
11617,2010-10-28 01:00:00,0.934,1.0,7.51,7.82,10.84,43.83
11618,2010-10-28 02:00:00,0.934,1.0,8.4,6.96,10.91,50.36
11619,2010-10-28 03:00:00,0.934,1.0,9.76,6.34,11.64,57.0
11620,2010-10-28 04:00:00,0.934,1.0,11.17,5.9,12.63,62.17
11621,2010-10-28 05:00:00,0.934,1.0,12.15,5.55,13.36,65.45
11622,2010-10-28 06:00:00,0.934,1.0,12.39,5.24,13.45,67.09
11623,2010-10-28 07:00:00,0.934,1.0,12.16,4.92,13.12,67.98
11624,2010-10-28 08:00:00,0.934,1.0,11.88,4.57,12.73,68.96
11625,2010-10-28 09:00:00,0.934,1.0,11.86,4.15,12.57,70.7
11626,2010-10-28 10:00:00,0.934,1.0,12.05,3.62,12.59,73.27
11627,2010-10-28 11:00:00,0.909,1.0,12.3,2.92,12.64,76.65
11628,2010-10-28 12:00:00,0.934,1.0,12.45,2.28,12.66,79.64
11629,2010-10-28 13:00:00,0.934,1.0,12.57,1.42,12.65,83.57
11630,2010-10-28 14:00:00,0.934,1.0,12.17,0.4,12.17,88.11
11631,2010-10-28 15:00:00,0.934,1.0,11.42,-0.67,11.44,93.34
11632,2010-10-28 16:00:00,0.934,1.0,10.52,-1.62,10.65,98.78
11633,2010-10-28 17:00:00,0.8590000000000001,1.0,9.69,-2.29,9.95,103.28
11634,2010-10-28 18:00:00,0.833,1.0,9.09,-2.55,9.44,105.68
11635,2010-10-28 19:00:00,0.732,1.0,8.71,-2.65,9.11,106.93
11636,2010-10-28 20:00:00,0.7070000000000001,1.0,8.5,-2.91,8.99,108.87
11637,2010-10-28 21:00:00,0.758,1.0,8.4,-3.54,9.12,112.83
11638,2010-10-28 22:00:00,0.758,1.0,8.32,-4.39,9.41,117.79
11639,2010-10-28 23:00:00,0.8079999999999999,1.0,8.18,-5.21,9.69,122.47
11640,2010-10-29 00:00:00,0.758,1.0,8.51,-5.69,10.24,123.79
11641,2010-10-29 01:00:00,0.833,1.0,8.13,-6.51,10.41,128.67
11642,2010-10-29 02:00:00,0.8079999999999999,1.0,7.98,-6.86,10.52,130.69
11643,2010-10-29 03:00:00,0.909,1.0,7.99,-6.88,10.54,130.7
11644,2010-10-29 04:00:00,0.8590000000000001,1.0,8.05,-6.69,10.47,129.71
11645,2010-10-29 05:00:00,0.909,1.0,8.04,-6.45,10.31,128.71
11646,2010-10-29 06:00:00,0.909,1.0,7.89,-6.27,10.07,128.46
11647,2010-10-29 07:00:00,0.884,1.0,7.7,-6.12,9.83,128.46
11648,2010-10-29 08:00:00,0.833,1.0,7.63,-5.93,9.66,127.85
11649,2010-10-29 09:00:00,0.833,1.0,7.77,-5.67,9.62,126.12
11650,2010-10-29 10:00:00,0.732,1.0,7.96,-5.42,9.63,124.25
11651,2010-10-29 11:00:00,0.8079999999999999,1.0,7.98,-5.29,9.58,123.55
11652,2010-10-29 12:00:00,0.833,1.0,7.09,-6.64,9.71,133.14
11653,2010-10-29 13:00:00,0.8079999999999999,1.0,6.75,-6.8,9.59,135.2
11654,2010-10-29 14:00:00,0.8590000000000001,1.0,6.64,-6.55,9.33,134.6
11655,2010-10-29 15:00:00,0.631,1.0,6.69,-5.96,8.96,131.69
11656,2010-10-29 16:00:00,0.7829999999999999,1.0,6.8,-5.06,8.48,126.63
11657,2010-10-29 17:00:00,0.657,1.0,6.87,-3.87,7.88,119.37
11658,2010-10-29 18:00:00,0.606,1.0,6.83,-2.45,7.26,109.75
11659,2010-10-29 19:00:00,0.505,1.0,6.78,-1.03,6.86,98.65
11660,2010-10-29 20:00:00,0.354,1.0,6.86,0.14,6.86,88.84
11661,2010-10-29 21:00:00,0.253,1.0,7.15,0.88,7.2,83.0
11662,2010-10-29 22:00:00,0.22699999999999998,1.0,7.55,1.31,7.66,80.13
11663,2010-10-29 23:00:00,0.379,1.0,7.91,1.65,8.08,78.24
11664,2010-10-30 00:00:00,0.631,1.0,7.62,3.19,8.26,67.26
11665,2010-10-30 01:00:00,0.7829999999999999,1.0,7.81,3.3,8.48,67.12
11666,2010-10-30 02:00:00,0.833,1.0,8.03,3.12,8.62,68.75
11667,2010-10-30 03:00:00,0.884,1.0,8.23,2.78,8.68,71.32
11668,2010-10-30 04:00:00,0.909,1.0,8.28,2.38,8.62,73.98
11669,2010-10-30 05:00:00,0.909,1.0,8.08,2.03,8.33,75.89
11670,2010-10-30 06:00:00,0.909,1.0,7.56,1.84,7.78,76.3
11671,2010-10-30 07:00:00,0.884,1.0,6.84,1.87,7.09,74.72
11672,2010-10-30 08:00:00,0.7829999999999999,1.0,6.1,2.16,6.47,70.54
11673,2010-10-30 09:00:00,0.682,1.0,5.5,2.72,6.13,63.66
11674,2010-10-30 10:00:00,0.48,1.0,5.08,3.47,6.15,55.71
11675,2010-10-30 11:00:00,0.455,1.0,4.91,4.27,6.5,49.0
11676,2010-10-30 12:00:00,0.379,1.0,6.26,5.28,8.19,49.9
11677,2010-10-30 13:00:00,0.48,1.0,6.53,5.64,8.63,49.18
11678,2010-10-30 14:00:00,0.606,1.0,6.51,5.98,8.84,47.44
11679,2010-10-30 15:00:00,0.833,1.0,6.31,6.18,8.83,45.57
11680,2010-10-30 16:00:00,0.884,1.0,6.11,6.18,8.69,44.7
11681,2010-10-30 17:00:00,0.8590000000000001,1.0,6.15,5.91,8.53,46.18
11682,2010-10-30 18:00:00,0.884,1.0,6.52,5.26,8.38,51.14
11683,2010-10-30 19:00:00,0.909,1.0,6.82,3.92,7.87,60.15
11684,2010-10-30 20:00:00,0.8079999999999999,1.0,6.53,1.52,6.71,76.87
11685,2010-10-30 21:00:00,0.657,1.0,5.33,-2.02,5.7,110.73
11686,2010-10-30 22:00:00,0.631,1.0,3.69,-5.76,6.84,147.36
11687,2010-10-30 23:00:00,0.379,1.0,2.29,-8.5,8.8,164.89
11688,2010-10-31 00:00:00,0.556,1.0,1.69,-8.34,8.51,168.52
11689,2010-10-31 01:00:00,0.581,1.0,1.74,-8.32,8.5,168.16
11690,2010-10-31 02:00:00,0.631,1.0,1.97,-8.39,8.62,166.8
11691,2010-10-31 03:00:00,0.606,1.0,2.31,-8.48,8.79,164.77
11692,2010-10-31 04:00:00,0.48,1.0,2.72,-8.45,8.88,162.19
11693,2010-10-31 05:00:00,0.581,1.0,3.14,-8.18,8.76,159.01
11694,2010-10-31 06:00:00,0.303,1.0,3.52,-7.58,8.36,155.07
11695,2010-10-31 07:00:00,0.253,1.0,3.81,-6.81,7.8,150.74
11696,2010-10-31 08:00:00,0.303,1.0,3.94,-6.05,7.23,146.92
11697,2010-10-31 09:00:00,0.303,1.0,3.87,-5.51,6.74,144.93
11698,2010-10-31 10:00:00,0.354,1.0,3.61,-5.31,6.42,145.75
11699,2010-10-31 11:00:00,0.682,1.0,3.21,-5.55,6.41,149.96
11700,2010-10-31 12:00:00,0.657,1.0,2.43,-7.67,8.04,162.41
11701,2010-10-31 13:00:00,0.606,1.0,2.39,-8.38,8.71,164.11
11702,2010-10-31 14:00:00,0.505,1.0,1.97,-8.55,8.77,167.02
11703,2010-10-31 15:00:00,0.32799999999999996,1.0,1.34,-8.34,8.45,170.85
11704,2010-10-31 16:00:00,0.32799999999999996,1.0,0.76,-7.96,7.99,174.53
11705,2010-10-31 17:00:00,0.581,1.0,0.51,-7.64,7.66,176.16
11706,2010-10-31 18:00:00,0.657,1.0,0.75,-7.54,7.58,174.3
11707,2010-10-31 19:00:00,0.581,1.0,1.14,-7.51,7.6,171.36
11708,2010-10-31 20:00:00,0.40399999999999997,1.0,1.21,-7.33,7.43,170.61
11709,2010-10-31 21:00:00,0.40399999999999997,1.0,0.64,-6.84,6.87,174.64
11710,2010-10-31 22:00:00,0.32799999999999996,1.0,-0.32,-6.15,6.15,182.99
11711,2010-10-31 23:00:00,0.22699999999999998,1.0,-1.29,-5.43,5.58,193.35
11712,2010-11-01 00:00:00,0.051,1.0,-2.42,-4.67,5.26,207.43
11713,2010-11-01 01:00:00,0.076,1.0,-2.32,-3.88,4.52,210.82
11714,2010-11-01 02:00:00,0.076,1.0,-1.97,-3.6,4.1,208.68
11715,2010-11-01 03:00:00,0.025,1.0,-1.52,-3.64,3.95,202.66
11716,2010-11-01 04:00:00,0.0,1.0,-1.18,-3.75,3.93,197.4
11717,2010-11-01 05:00:00,0.0,1.0,-1.16,-3.66,3.84,197.59
11718,2010-11-01 06:00:00,0.025,1.0,-1.61,-3.18,3.57,206.85
11719,2010-11-01 07:00:00,0.0,1.0,-2.31,-2.48,3.39,222.91
11720,2010-11-01 08:00:00,0.0,1.0,-2.93,-1.78,3.43,238.62
11721,2010-11-01 09:00:00,0.025,1.0,-3.23,-1.3,3.48,248.02
11722,2010-11-01 10:00:00,0.076,1.0,-3.25,-1.11,3.44,251.2
11723,2010-11-01 11:00:00,0.051,1.0,-3.1,-1.23,3.34,248.31
11724,2010-11-01 12:00:00,0.051,1.0,-2.45,-0.59,2.52,256.46
11725,2010-11-01 13:00:00,0.0,1.0,-2.0,-1.04,2.25,242.41
11726,2010-11-01 14:00:00,0.0,1.0,-1.08,-1.36,1.74,218.65
11727,2010-11-01 15:00:00,0.0,1.0,0.04,-1.59,1.6,178.42
11728,2010-11-01 16:00:00,0.0,1.0,1.05,-1.89,2.16,150.86
11729,2010-11-01 17:00:00,0.0,1.0,1.59,-2.38,2.86,146.27
11730,2010-11-01 18:00:00,0.0,1.0,1.41,-3.13,3.43,155.8
11731,2010-11-01 19:00:00,0.0,1.0,0.74,-3.92,3.99,169.34
11732,2010-11-01 20:00:00,0.0,1.0,-0.07,-4.46,4.46,180.96
11733,2010-11-01 21:00:00,0.0,1.0,-0.75,-4.53,4.59,189.43
11734,2010-11-01 22:00:00,0.0,1.0,-1.28,-4.25,4.44,196.71
11735,2010-11-01 23:00:00,0.0,1.0,-1.7,-3.84,4.2,203.88
11736,2010-11-02 00:00:00,0.0,1.0,-2.64,-3.55,4.42,216.68
11737,2010-11-02 01:00:00,0.0,1.0,-3.11,-3.0,4.32,226.06
11738,2010-11-02 02:00:00,0.0,1.0,-3.18,-2.38,3.97,233.19
11739,2010-11-02 03:00:00,0.0,1.0,-2.99,-1.76,3.47,239.5
11740,2010-11-02 04:00:00,0.051,1.0,-2.75,-1.27,3.03,245.21
11741,2010-11-02 05:00:00,0.177,1.0,-2.66,-1.04,2.86,248.68
11742,2010-11-02 06:00:00,0.177,1.0,-2.88,-1.14,3.1,248.41
11743,2010-11-02 07:00:00,0.152,1.0,-3.23,-1.34,3.5,247.48
11744,2010-11-02 08:00:00,0.126,1.0,-3.49,-1.34,3.74,248.94
11745,2010-11-02 09:00:00,0.051,1.0,-3.47,-0.95,3.6,254.76
11746,2010-11-02 10:00:00,0.0,1.0,-3.3,-0.36,3.32,263.84
11747,2010-11-02 11:00:00,0.0,1.0,-3.14,0.12,3.14,272.2
11748,2010-11-02 12:00:00,0.0,1.0,-3.66,-1.21,3.85,251.72
11749,2010-11-02 13:00:00,0.0,1.0,-3.37,-1.31,3.61,248.82
11750,2010-11-02 14:00:00,0.0,1.0,-2.7,-1.26,2.98,244.97
11751,2010-11-02 15:00:00,0.0,1.0,-1.82,-1.14,2.14,237.95
11752,2010-11-02 16:00:00,0.0,1.0,-0.95,-1.09,1.45,221.13
11753,2010-11-02 17:00:00,0.0,1.0,-0.35,-1.3,1.35,195.1
11754,2010-11-02 18:00:00,0.0,1.0,-0.18,-1.83,1.84,185.56
11755,2010-11-02 19:00:00,0.0,1.0,-0.33,-2.31,2.33,188.09
11756,2010-11-02 20:00:00,0.0,1.0,-0.63,-2.27,2.35,195.44
11757,2010-11-02 21:00:00,0.0,1.0,-0.92,-1.4,1.67,213.23
11758,2010-11-02 22:00:00,0.0,1.0,-1.12,-0.1,1.13,265.07
11759,2010-11-02 23:00:00,0.0,1.0,-1.19,1.07,1.6,311.91
11760,2010-11-03 00:00:00,0.0,1.0,-1.08,-0.56,1.22,242.72
11761,2010-11-03 01:00:00,0.0,1.0,-1.01,-0.03,1.01,268.12
11762,2010-11-03 02:00:00,0.0,1.0,-1.06,0.69,1.26,303.29
11763,2010-11-03 03:00:00,0.0,1.0,-1.14,1.53,1.91,323.25
11764,2010-11-03 04:00:00,0.0,1.0,-1.16,2.39,2.65,334.16
11765,2010-11-03 05:00:00,0.0,1.0,-0.96,3.16,3.3,343.19
11766,2010-11-03 06:00:00,0.051,1.0,-0.47,3.76,3.79,352.86
11767,2010-11-03 07:00:00,0.10099999999999999,1.0,0.1,4.14,4.15,1.32
11768,2010-11-03 08:00:00,0.152,1.0,0.48,4.26,4.29,6.44
11769,2010-11-03 09:00:00,0.177,1.0,0.52,4.12,4.16,7.2
11770,2010-11-03 10:00:00,0.20199999999999999,1.0,0.46,3.94,3.97,6.63
11771,2010-11-03 11:00:00,0.303,1.0,0.64,3.98,4.03,9.11
11772,2010-11-03 12:00:00,0.303,1.0,2.42,3.39,4.17,35.52
11773,2010-11-03 13:00:00,0.354,1.0,3.42,4.08,5.32,39.92
11774,2010-11-03 14:00:00,0.278,1.0,4.0,4.56,6.07,41.3
11775,2010-11-03 15:00:00,0.051,1.0,4.27,4.85,6.46,41.37
11776,2010-11-03 16:00:00,0.10099999999999999,1.0,4.29,5.0,6.59,40.63
11777,2010-11-03 17:00:00,0.278,1.0,4.14,5.06,6.54,39.3
11778,2010-11-03 18:00:00,0.278,1.0,3.91,5.06,6.4,37.66
11779,2010-11-03 19:00:00,0.22699999999999998,1.0,3.76,5.04,6.29,36.75
11780,2010-11-03 20:00:00,0.177,1.0,3.9,5.01,6.35,37.91
11781,2010-11-03 21:00:00,0.152,1.0,4.42,4.99,6.67,41.56
11782,2010-11-03 22:00:00,0.152,1.0,5.07,4.95,7.09,45.67
11783,2010-11-03 23:00:00,0.177,1.0,5.5,4.87,7.35,48.48
11784,2010-11-04 00:00:00,0.303,1.0,5.48,3.28,6.38,59.07
11785,2010-11-04 01:00:00,0.303,1.0,5.16,3.12,6.03,58.85
11786,2010-11-04 02:00:00,0.303,1.0,4.94,3.17,5.87,57.32
11787,2010-11-04 03:00:00,0.22699999999999998,1.0,4.8,3.29,5.82,55.63
11788,2010-11-04 04:00:00,0.20199999999999999,1.0,4.72,3.2,5.7,55.8
11789,2010-11-04 05:00:00,0.076,1.0,4.65,2.64,5.35,60.45
11790,2010-11-04 06:00:00,0.051,1.0,4.6,1.44,4.82,72.62
11791,2010-11-04 07:00:00,0.076,1.0,4.55,0.01,4.55,89.86
11792,2010-11-04 08:00:00,0.076,1.0,4.52,-1.1,4.65,103.68
11793,2010-11-04 09:00:00,0.076,1.0,4.5,-1.54,4.76,108.87
11794,2010-11-04 10:00:00,0.025,1.0,4.45,-1.7,4.77,110.91
11795,2010-11-04 11:00:00,0.0,1.0,4.3,-2.17,4.82,116.77
11796,2010-11-04 12:00:00,0.0,1.0,3.44,-1.69,3.83,116.17
11797,2010-11-04 13:00:00,0.0,1.0,3.74,-1.89,4.19,116.78
11798,2010-11-04 14:00:00,0.0,1.0,3.34,-2.77,4.33,129.67
11799,2010-11-04 15:00:00,0.0,1.0,2.44,-4.1,4.77,149.21
11800,2010-11-04 16:00:00,0.0,1.0,1.34,-5.63,5.78,166.6
11801,2010-11-04 17:00:00,0.025,1.0,0.33,-7.08,7.09,177.37
11802,2010-11-04 18:00:00,0.0,1.0,-0.38,-8.25,8.26,182.66
11803,2010-11-04 19:00:00,0.0,1.0,-0.86,-9.05,9.09,185.43
11804,2010-11-04 20:00:00,0.126,1.0,-1.26,-9.47,9.56,187.58
11805,2010-11-04 21:00:00,0.40399999999999997,1.0,-1.69,-9.54,9.69,190.07
11806,2010-11-04 22:00:00,0.379,1.0,-2.12,-9.5,9.73,192.61
11807,2010-11-04 23:00:00,0.303,1.0,-2.48,-9.63,9.95,194.41
11808,2010-11-05 00:00:00,0.303,1.0,-2.49,-9.79,10.1,194.28
11809,2010-11-05 01:00:00,0.455,1.0,-3.02,-10.25,10.69,196.4
11810,2010-11-05 02:00:00,0.429,1.0,-3.18,-10.54,11.0,196.78
11811,2010-11-05 03:00:00,0.53,1.0,-3.06,-10.67,11.1,195.98
11812,2010-11-05 04:00:00,0.53,1.0,-2.72,-10.68,11.02,194.29
11813,2010-11-05 05:00:00,0.606,1.0,-2.23,-10.59,10.82,191.89
11814,2010-11-05 06:00:00,0.682,1.0,-1.67,-10.42,10.55,189.08
11815,2010-11-05 07:00:00,0.682,1.0,-1.2,-10.22,10.29,186.68
11816,2010-11-05 08:00:00,0.631,1.0,-1.01,-10.04,10.09,185.75
11817,2010-11-05 09:00:00,0.581,1.0,-1.21,-9.9,9.98,186.99
11818,2010-11-05 10:00:00,0.581,1.0,-1.59,-9.85,9.98,189.17
11819,2010-11-05 11:00:00,0.556,1.0,-1.85,-9.92,10.09,190.56
11820,2010-11-05 12:00:00,0.505,1.0,-1.5,-10.71,10.82,187.95
11821,2010-11-05 13:00:00,0.48,1.0,-1.1,-11.16,11.22,185.65
11822,2010-11-05 14:00:00,0.40399999999999997,1.0,-0.51,-11.4,11.42,182.58
11823,2010-11-05 15:00:00,0.48,1.0,0.19,-11.46,11.46,179.03
11824,2010-11-05 16:00:00,0.48,1.0,0.92,-11.34,11.37,175.34
11825,2010-11-05 17:00:00,0.581,1.0,1.57,-11.04,11.15,171.88
11826,2010-11-05 18:00:00,0.455,1.0,2.07,-10.59,10.79,168.94
11827,2010-11-05 19:00:00,0.303,1.0,2.44,-10.07,10.36,166.38
11828,2010-11-05 20:00:00,0.253,1.0,2.75,-9.59,9.98,164.03
11829,2010-11-05 21:00:00,0.177,1.0,3.0,-9.22,9.7,161.96
11830,2010-11-05 22:00:00,0.10099999999999999,1.0,3.04,-8.84,9.35,161.01
11831,2010-11-05 23:00:00,0.025,1.0,2.65,-8.29,8.7,162.28
11832,2010-11-06 00:00:00,0.0,1.0,-0.53,-6.64,6.66,184.54
11833,2010-11-06 01:00:00,0.0,1.0,-1.21,-6.0,6.12,191.39
11834,2010-11-06 02:00:00,0.0,1.0,-1.71,-5.32,5.59,197.84
11835,2010-11-06 03:00:00,0.0,1.0,-2.07,-4.63,5.07,204.04
11836,2010-11-06 04:00:00,0.0,1.0,-2.33,-4.01,4.64,210.14
11837,2010-11-06 05:00:00,0.0,1.0,-2.55,-3.5,4.33,216.03
11838,2010-11-06 06:00:00,0.0,1.0,-2.76,-3.16,4.2,221.11
11839,2010-11-06 07:00:00,0.0,1.0,-2.91,-2.98,4.16,224.28
11840,2010-11-06 08:00:00,0.0,1.0,-2.9,-2.92,4.11,224.76
11841,2010-11-06 09:00:00,0.025,1.0,-2.68,-2.95,3.98,222.27
11842,2010-11-06 10:00:00,0.0,1.0,-2.33,-2.99,3.79,217.99
11843,2010-11-06 11:00:00,0.025,1.0,-1.96,-2.95,3.54,213.68
11844,2010-11-06 12:00:00,0.025,1.0,-1.7,-5.14,5.42,198.33
11845,2010-11-06 13:00:00,0.0,1.0,-1.66,-5.09,5.36,198.11
11846,2010-11-06 14:00:00,0.0,1.0,-1.11,-4.6,4.73,193.6
11847,2010-11-06 15:00:00,0.0,1.0,-0.21,-3.8,3.81,183.24
11848,2010-11-06 16:00:00,0.0,1.0,0.83,-2.85,2.97,163.83
11849,2010-11-06 17:00:00,0.0,1.0,1.8,-1.91,2.62,136.69
11850,2010-11-06 18:00:00,0.0,1.0,2.54,-1.11,2.77,113.68
11851,2010-11-06 19:00:00,0.025,1.0,3.05,-0.49,3.08,99.12
11852,2010-11-06 20:00:00,0.051,1.0,3.37,-0.03,3.37,90.59
11853,2010-11-06 21:00:00,0.126,1.0,3.55,0.27,3.56,85.6
11854,2010-11-06 22:00:00,0.025,1.0,3.66,0.55,3.7,81.4
11855,2010-11-06 23:00:00,0.0,1.0,3.75,0.95,3.87,75.85
11856,2010-11-07 00:00:00,0.0,1.0,2.78,2.37,3.65,49.53
11857,2010-11-07 01:00:00,0.025,1.0,3.3,3.14,4.55,46.45
11858,2010-11-07 02:00:00,0.076,1.0,3.82,3.64,5.27,46.42
11859,2010-11-07 03:00:00,0.177,1.0,4.31,3.92,5.82,47.71
11860,2010-11-07 04:00:00,0.278,1.0,4.73,4.02,6.21,49.61
11861,2010-11-07 05:00:00,0.379,1.0,5.06,3.99,6.44,51.72
11862,2010-11-07 06:00:00,0.48,1.0,5.26,3.88,6.54,53.62
11863,2010-11-07 07:00:00,0.53,1.0,5.31,3.8,6.53,54.39
11864,2010-11-07 08:00:00,0.40399999999999997,1.0,5.18,3.92,6.49,52.86
11865,2010-11-07 09:00:00,0.278,1.0,4.86,4.32,6.5,48.34
11866,2010-11-07 10:00:00,0.354,1.0,4.48,4.91,6.65,42.37
11867,2010-11-07 11:00:00,0.455,1.0,4.2,5.55,6.96,37.15
11868,2010-11-07 12:00:00,0.581,1.0,4.64,6.51,7.99,35.44
11869,2010-11-07 13:00:00,0.732,1.0,4.5,7.07,8.38,32.47
11870,2010-11-07 14:00:00,0.758,1.0,4.24,7.43,8.55,29.69
11871,2010-11-07 15:00:00,0.8079999999999999,1.0,3.9,7.6,8.54,27.16
11872,2010-11-07 16:00:00,0.732,1.0,3.57,7.58,8.38,25.22
11873,2010-11-07 17:00:00,0.682,1.0,3.35,7.38,8.1,24.43
11874,2010-11-07 18:00:00,0.657,1.0,3.29,6.99,7.72,25.2
11875,2010-11-07 19:00:00,0.606,1.0,3.26,6.48,7.26,26.72
11876,2010-11-07 20:00:00,0.48,1.0,3.11,5.93,6.69,27.71
11877,2010-11-07 21:00:00,0.32799999999999996,1.0,2.72,5.39,6.04,26.81
11878,2010-11-07 22:00:00,0.22699999999999998,1.0,2.19,4.91,5.38,24.04
